0.178592,0.176983,0.176596,0.176851,0.176846,0.177612,0.177004,0.175427,0.174152,0.175579,0.176712,0.177541,0.178773,0.177145,0.177754,0.177481,0.17552,0.175901,0.178271,0.178087,0.178486,0.177753,0.176864,0.174834,0.177485,0.178296,0.177403,0.176274,0.176192,0.177877,0.177671,0.176207,0.177363,0.178437,0.178109,0.178376,0.175358,0.176641,0.177545,0.175677,0.175923,0.1768,0.177628,0.177775,0.177823,0.177874,0.17654,0.176754,0.175327,0.176822,0.177457,0.176964,0.17636,0.177005,0.177776,0.176411,0.17577,0.177454,0.177171,0.177922,0.176225,0.17511,0.176781,0.178599,0.177016,0.176675,0.177442,0.176258,0.175384,0.175436,0.178363,0.177614,0.175581,0.176417,0.177033,0.176331,0.176281,0.176282,0.177323,0.175679,0.175401,0.175791,0.175315,0.176718,0.177457,0.175427,0.175626,0.176308,0.177189,0.177883,0.177935,0.177575,0.176561,0.176997,0.176337,0.176578,0.177814,0.177359,0.177284,0.178168
0.183508,0.184407,0.182666,0.183928,0.182693,0.181297,0.18369,0.183251,0.183145,0.183502,0.182682,0.184087,0.185264,0.183123,0.183056,0.183197,0.183156,0.183021,0.184517,0.184456,0.184262,0.184264,0.184079,0.184184,0.182878,0.182904,0.183627,0.184037,0.184503,0.185397,0.184454,0.184387,0.182081,0.18358,0.183645,0.183414,0.182522,0.181725,0.182603,0.18369,0.182614,0.182225,0.183827,0.185423,0.184265,0.184318,0.183021,0.183571,0.185294,0.184166,0.183561,0.182136,0.183813,0.185119,0.181979,0.184544,0.183241,0.183594,0.183879,0.182456,0.182284,0.183288,0.182361,0.183146,0.182308,0.183514,0.18442,0.18404,0.183365,0.183023,0.183132,0.181741,0.182767,0.184373,0.183403,0.185028,0.184083,0.182798,0.183737,0.182773,0.182283,0.182931,0.18368,0.182341,0.180964,0.182186,0.184898,0.183422,0.183094,0.184097,0.183195,0.182116,0.182689,0.182731,0.183334,0.183158,0.182573,0.181631,0.1834,0.182598
0.189324,0.188182,0.188332,0.189363,0.18961,0.189569,0.190312,0.189934,0.189804,0.190079,0.188389,0.187511,0.187885,0.189282,0.18864,0.187936,0.188919,0.188262,0.187899,0.1896,0.189431,0.190546,0.188529,0.187318,0.189346,0.189669,0.190159,0.189778,0.189922,0.189976,0.189628,0.191701,0.190731,0.189642,0.191475,0.190679,0.191541,0.189984,0.190065,0.188569,0.18923,0.192486,0.19072,0.18872,0.190126,0.190288,0.188933,0.189023,0.189885,0.189555,0.189485,0.18794,0.188433,0.189683,0.189441,0.189151,0.187941,0.19049,0.191517,0.190384,0.189866,0.189417,0.18995,0.189578,0.190485,0.190681,0.190201,0.189674,0.18903,0.190239,0.189174,0.187587,0.190435,0.189663,0.189951,0.189717,0.188016,0.188468,0.189343,0.189038,0.19073,0.189893,0.188945,0.188979,0.189569,0.18848,0.188314,0.190735,0.190091,0.190067,0.189902,0.189156,0.188889,0.189481,0.189164,0.190756,0.190058,0.188749,0.189421,0.188444
0.192898,0.193733,0.193916,0.192312,0.194731,0.193899,0.194137,0.194143,0.193017,0.195254,0.195728,0.192964,0.192353,0.192503,0.193189,0.194413,0.192967,0.195679,0.193717,0.193715,0.194976,0.195232,0.194746,0.193882,0.193457,0.195443,0.19629,0.194265,0.193727,0.192209,0.19436,0.195535,0.193838,0.193937,0.194579,0.194775,0.194878,0.194637,0.195597,0.194267,0.19225,0.194598,0.196626,0.194649,0.195681,0.192631,0.193465,0.194286,0.195519,0.195459,0.193241,0.1925,0.194884,0.194452,0.194768,0.196184,0.196245,0.193275,0.192093,0.195555,0.196032,0.192814,0.193371,0.195671,0.193982,0.193657,0.193611,0.195321,0.19544,0.193198,0.193472,0.194006,0.193447,0.19363,0.194955,0.193379,0.194609,0.196193,0.195158,0.194888,0.195121,0.194614,0.195211,0.194453,0.193975,0.194019,0.194018,0.194101,0.194341,0.195374,0.193549,0.194604,0.196068,0.194587,0.193338,0.192421,0.195296,0.195099,0.194021,0.193618
0.198225,0.198227,0.199042,0.19966,0.198585,0.198381,0.1975,0.199367,0.197327,0.19854,0.199499,0.197146,0.19894,0.198701,0.199784,0.198106,0.19865,0.202106,0.198232,0.197677,0.199395,0.197485,0.199389,0.198785,0.198368,0.20008,0.201152,0.199047,0.197058,0.197968,0.19905,0.199592,0.199054,0.198342,0.200088,0.197861,0.19908,0.197944,0.196893,0.199045,0.197829,0.199481,0.199311,0.19807,0.199087,0.198333,0.197913,0.197841,0.197903,0.198675,0.198293,0.198219,0.199259,0.198881,0.199332,0.198569,0.198831,0.198732,0.197127,0.199977,0.198439,0.198131,0.199574,0.197624,0.197633,0.198587,0.198457,0.199064,0.198054,0.197528,0.199596,0.199404,0.19953,0.2008,0.198358,0.198499,0.200366,0.199346,0.200175,0.198637,0.1996,0.199457,0.199121,0.198581,0.197564,0.198326,0.198488,0.198102,0.198018,0.196552,0.197934,0.199833,0.199462,0.197826,0.198728,0.199311,0.199,0.199722,0.196603,0.197813
0.203076,0.202724,0.20123,0.204817,0.201255,0.201211,0.204794,0.203273,0.20194,0.200941,0.199534,0.202453,0.202169,0.203315,0.203596,0.200904,0.201551,0.204481,0.202492,0.203961,0.201757,0.20181,0.202446,0.201024,0.201504,0.200641,0.204318,0.202241,0.201937,0.201162,0.202441,0.201986,0.200483,0.201487,0.203027,0.20225,0.203367,0.202919,0.204052,0.201375,0.200755,0.202557,0.201668,0.200242,0.201864,0.203439,0.20255,0.202144,0.203237,0.201137,0.202934,0.202786,0.20291,0.20154,0.203735,0.200263,0.202709,0.204101,0.202123,0.203719,0.204739,0.202793,0.203677,0.202298,0.20081,0.201862,0.202953,0.202486,0.203509,0.201808,0.202493,0.201253,0.200975,0.203123,0.203343,0.202559,0.203313,0.202165,0.202922,0.202472,0.202409,0.202482,0.200187,0.200208,0.201318,0.203082,0.200466,0.200622,0.202474,0.20219,0.200578,0.201602,0.20425,0.204417,0.201976,0.202682,0.202042,0.203543,0.202831,0.202014
0.205364,0.205378,0.206389,0.208304,0.208787,0.206516,0.206826,0.206036,0.204922,0.205906,0.205765,0.206066,0.205422,0.205909,0.201645,0.205459,0.206281,0.207259,0.204827,0.206586,0.20454,0.207729,0.204686,0.204589,0.204449,0.203526,0.209668,0.207549,0.208571,0.20575,0.205466,0.207845,0.206005,0.205118,0.205107,0.205047,0.205425,0.204776,0.205627,0.205232,0.204915,0.204901,0.206269,0.20618,0.205997,0.206336,0.208152,0.206844,0.206661,0.205484,0.203707,0.204766,0.203556,0.205087,0.206137,0.204015,0.206253,0.206398,0.202005,0.204778,0.20601,0.205577,0.205396,0.203041,0.205774,0.206222,0.207477,0.205489,0.205743,0.207512,0.206813,0.206378,0.205642,0.206871,0.207044,0.204716,0.206241,0.206562,0.2055,0.205683,0.20562,0.208839,0.204223,0.204375,0.207181,0.206629,0.206692,0.206105,0.20715,0.206924,0.206203,0.205294,0.205274,0.208153,0.205567,0.204675,0.205484,0.205876,0.205935,0.206878
0.208473,0.206375,0.210188,0.210466,0.211905,0.209341,0.209191,0.212221,0.211634,0.208873,0.208532,0.209445,0.210451,0.207201,0.207121,0.208569,0.209838,0.210233,0.209274,0.208038,0.206862,0.21004,0.209787,0.207271,0.207317,0.205825,0.209485,0.207007,0.211343,0.20843,0.209098,0.206971,0.208713,0.208775,0.210778,0.206465,0.208566,0.208689,0.208636,0.209035,0.210286,0.208667,0.209463,0.206649,0.207246,0.211334,0.208333,0.207447,0.208377,0.208947,0.207308,0.208935,0.209068,0.20942,0.208852,0.209066,0.20816,0.208428,0.207975,0.209358,0.208305,0.20812,0.211728,0.208944,0.205988,0.206902,0.209278,0.20808,0.208542,0.208823,0.207515,0.207217,0.206373,0.20879,0.209055,0.208896,0.208291,0.212667,0.21337,0.208131,0.208009,0.20859,0.207683,0.207938,0.210695,0.207685,0.206565,0.209348,0.208315,0.20792,0.209393,0.210828,0.209779,0.212412,0.207539,0.207012,0.207732,0.208569,0.207168,0.209948
0.209719,0.211744,0.210988,0.216403,0.213381,0.211415,0.211724,0.212096,0.21231,0.212472,0.211491,0.211851,0.211791,0.213031,0.211064,0.21454,0.210105,0.210373,0.214326,0.214955,0.212029,0.212049,0.212177,0.210091,0.212902,0.21032,0.212203,0.211005,0.208306,0.209376,0.21108,0.212739,0.212271,0.209833,0.214639,0.210383,0.211163,0.209811,0.210019,0.20933,0.214135,0.210962,0.211517,0.211255,0.212929,0.213059,0.214206,0.207572,0.211286,0.208667,0.210279,0.214661,0.21159,0.211242,0.211823,0.211452,0.212621,0.210651,0.206644,0.209657,0.214124,0.214615,0.212925,0.213044,0.21122,0.208375,0.209658,0.211234,0.208808,0.212334,0.210057,0.212242,0.211834,0.2125,0.211443,0.211272,0.212658,0.212049,0.214653,0.210065,0.207408,0.210206,0.214079,0.212562,0.209867,0.211633,0.210238,0.212849,0.211678,0.210979,0.214949,0.210904,0.211855,0.211949,0.212849,0.211453,0.207965,0.215247,0.209605,0.21151
0.211341,0.213522,0.212854,0.214234,0.213629,0.216662,0.216423,0.210465,0.211651,0.212853,0.216118,0.211218,0.216177,0.213232,0.210742,0.208936,0.211975,0.212941,0.216199,0.217182,0.211598,0.21007,0.2111,0.212557,0.215045,0.213094,0.21296,0.215013,0.213989,0.212636,0.214169,0.214183,0.210844,0.213212,0.218092,0.214335,0.215174,0.214133,0.213383,0.210556,0.215019,0.213356,0.216002,0.212639,0.213204,0.214072,0.216149,0.210295,0.212936,0.212983,0.208198,0.214035,0.216302,0.210944,0.213505,0.212815,0.210716,0.213162,0.210685,0.216453,0.213675,0.210297,0.212363,0.21516,0.211522,0.212497,0.213304,0.213603,0.212123,0.213836,0.210915,0.212377,0.214308,0.215054,0.21386,0.21284,0.214579,0.215618,0.215729,0.210408,0.209852,0.218888,0.214253,0.216409,0.213604,0.212516,0.207142,0.215407,0.211211,0.211738,0.215885,0.215211,0.213554,0.211328,0.211399,0.214564,0.212989,0.215897,0.210308,0.214742
