0.104752,0.104388
0.107296,0.107289
0.109826,0.109776
0.110438,0.111661
0.113825,0.114803
0.113818,0.114764
0.114287,0.114346
0.118779,0.11646
0.117879,0.117638
0.115517,0.117547
0.117706,0.118901
0.118064,0.11782
0.116433,0.118197
0.123098,0.121623
0.120454,0.12992
0.126668,0.122207
0.125702,0.126421
0.122245,0.125978
0.12969,0.130404
0.125722,0.12761
0.127179,0.141237
0.136735,0.151822
0.145747,0.135009
0.140545,0.14386
0.138373,0.151468
0.138771,0.137619
0.136881,0.14435
0.139593,0.151051
0.149809,0.147504
0.151479,0.143541
0.147068,0.154776
0.149618,0.162037
0.161183,0.169284
0.146219,0.155598
0.14962,0.160424
0.149183,0.176185
0.153128,0.174498
0.159201,0.182198
0.146967,0.170228
0.160086,0.169226
0.168348,0.194247
0.167297,0.202293
0.178255,0.185935
0.202979,0.194184
0.194435,0.197041
0.20165,0.203242
0.185427,0.183623
0.204049,0.180017
0.204161,0.182293
0.186839,0.147642
0.187183,0.161265
0.211782,0.163614
0.211517,0.162504
0.204476,0.163611
0.187413,0.163412
0.227381,0.166223
0.192888,0.165804
0.180247,0.178982
0.180228,0.190537
0.180236,0.190683
0.180341,0.190762
0.180429,0.190739
0.180443,0.178641
0.180416,0.169753
0.179194,0.169751
0.180571,0.169606
0.180575,0.169836
0.180669,0.16805
0.177842,0.169843
0.179086,0.169796
